user_id,timestamp,current_tx_amount,is_fraud,tx_count_10m,total_amount_10m
user_1019,2026-09-19 10:20:23.164189+00:00,1071.5097641823108,0,3,1051.9745362402002
user_1030,2026-09-19 11:20:23.164189+00:00,784.910606533174,0,14,726.7128391685875
user_1036,2026-09-19 10:20:23.164189+00:00,422.2182402285398,0,12,867.9068973582953
user_1009,2026-09-19 11:20:23.164189+00:00,1911.0246606989067,1,8,884.5898027523964
user_1046,2026-09-19 10:20:23.164189+00:00,1655.0666113573723,1,8,1194.6292063266314
user_1037,2026-09-19 09:20:23.164189+00:00,1373.771092821681,0,8,217.4751075394786
user_1004,2026-09-19 08:20:23.164189+00:00,1374.550957231558,1,12,318.6100994496631
user_1011,2026-09-19 08:20:23.164189+00:00,1638.859681016529,1,1,1049.4768461313674
user_1010,2026-09-19 08:20:23.164189+00:00,565.023034135323,0,12,706.171348728148
user_1047,2026-09-19 09:20:23.164189+00:00,959.6444856978131,0,4,1375.3467103640767
user_1047,2026-09-19 08:20:23.164189+00:00,1180.7171272051557,0,4,1375.3467103640767
user_1005,2026-09-19 09:20:23.164189+00:00,1031.7138900988748,0,13,740.7626611260968
user_1041,2026-09-19 10:20:23.164189+00:00,1863.1102997829862,0,10,605.1609618427831
user_1015,2026-09-19 08:20:23.164189+00:00,1981.1305097586544,1,14,380.2684114639854
user_1032,2026-09-19 10:20:23.164189+00:00,1775.2513447234523,1,6,1402.9130741284123
user_1016,2026-09-19 11:20:23.164189+00:00,569.2373120350885,0,4,533.0946191122233
user_1020,2026-09-19 10:20:23.164189+00:00,458.71167206413935,0,8,356.56858460541173
user_1003,2026-09-19 09:20:23.164189+00:00,878.2934348056532,0,9,321.733398945215
user_1046,2026-09-19 09:20:23.164189+00:00,1775.3985041425765,1,8,1194.6292063266314
user_1038,2026-09-19 09:20:23.164189+00:00,1104.265089482256,0,12,1005.1571562546819
user_1007,2026-09-19 09:20:23.164189+00:00,1382.0113103205147,1,5,1112.8470729470987
user_1004,2026-09-19 12:20:23.164189+00:00,410.78039960888344,0,8,270.10457621346166
user_1047,2026-09-19 14:20:23.164189+00:00,573.284386949591,0,3,168.31238935820386
user_1041,2026-09-19 15:20:23.164189+00:00,1217.4665458424558,1,7,442.04957040011277
user_1013,2026-09-19 15:20:23.164189+00:00,539.1483828892759,0,3,1118.532118543519
user_1027,2026-09-19 12:20:23.164189+00:00,366.7976196084953,0,13,517.3391477561518
user_1030,2026-09-19 14:20:23.164189+00:00,1684.4781775401802,1,7,263.0793832682947
user_1012,2026-09-19 15:20:23.164189+00:00,1574.5202871064068,0,5,775.6788751232601
user_1018,2026-09-19 15:20:23.164189+00:00,992.1406365484588,0,12,519.0858901475572
user_1024,2026-09-19 13:20:23.164189+00:00,342.2837988509378,0,3,1206.4825349576677
user_1033,2026-09-19 15:20:23.164189+00:00,1273.589669648742,1,4,670.7585336682256
user_1004,2026-09-19 14:20:23.164189+00:00,1732.110569610614,1,8,270.10457621346166
user_1010,2026-09-19 13:20:23.164189+00:00,263.8954177131138,0,7,536.2513022135957
user_1008,2026-09-19 14:20:23.164189+00:00,696.8086398920866,0,3,450.77210114209373
user_1027,2026-09-19 15:20:23.164189+00:00,205.33639259129856,0,13,517.3391477561518
user_1028,2026-09-19 12:20:23.164189+00:00,163.74763007317028,0,7,793.7525067302465
user_1010,2026-09-19 12:20:23.164189+00:00,1945.9356959317856,1,7,536.2513022135957
user_1050,2026-09-19 12:20:23.164189+00:00,303.80102725511796,0,2,979.5809407990569
user_1028,2026-09-19 16:20:23.164189+00:00,1653.7788585870244,1,6,1069.3091566736418
user_1043,2026-09-19 16:20:23.164189+00:00,1685.9005637990217,0,4,461.57733826328285
user_1022,2026-09-19 17:20:23.164189+00:00,1263.4301397471513,1,2,1391.9191738304826
user_1039,2026-09-19 19:20:23.164189+00:00,1953.7568366659457,1,9,318.99708041425754
user_1021,2026-09-19 18:20:23.164189+00:00,38.646881465756906,0,5,530.5213750372819
user_1016,2026-09-19 19:20:23.164189+00:00,1126.5782297227406,0,3,580.3449821748048
user_1030,2026-09-19 16:20:23.164189+00:00,1176.8921242070298,0,7,925.7682470383968
user_1027,2026-09-19 17:20:23.164189+00:00,1408.1034625991622,1,8,88.44828679688513
user_1015,2026-09-19 19:20:23.164189+00:00,350.3563769021326,0,1,948.1782402033901
user_1019,2026-09-19 19:20:23.164189+00:00,99.9979575050868,0,9,1193.4986886202641
user_1004,2026-09-19 17:20:23.164189+00:00,1607.012990408231,0,9,1444.9202888176355
user_1013,2026-09-19 17:20:23.164189+00:00,522.3360257895753,0,6,498.71022023940867
user_1027,2026-09-19 16:20:23.164189+00:00,1278.004674585864,1,8,88.44828679688513
user_1045,2026-09-19 18:20:23.164189+00:00,1007.0167271090312,0,3,1472.740918165691
user_1015,2026-09-19 18:20:23.164189+00:00,18.86799221499709,0,1,948.1782402033901
user_1043,2026-09-19 23:20:23.164189+00:00,921.0502611809627,0,7,164.6025061547687
user_1023,2026-09-19 23:20:23.164189+00:00,668.101866708438,0,4,1147.3751437191347
user_1046,2026-09-19 20:20:23.164189+00:00,1559.2571435007724,1,2,402.02417309118
user_1005,2026-09-19 23:20:23.164189+00:00,153.3342112450959,0,12,492.00703165067756
user_1018,2026-09-19 20:20:23.164189+00:00,345.387848268617,0,10,259.0268347098006
user_1012,2026-09-19 20:20:23.164189+00:00,1541.7159609119847,1,8,995.3413925851015
user_1027,2026-09-19 22:20:23.164189+00:00,321.88196489864515,0,3,838.830493701139
user_1039,2026-09-19 20:20:23.164189+00:00,1803.4982879763395,0,9,944.119492639584
user_1033,2026-09-19 20:20:23.164189+00:00,1303.151959267137,0,11,141.88291497546197
user_1027,2026-09-19 23:20:23.164189+00:00,1206.7100779440354,1,3,838.830493701139
user_1048,2026-09-19 23:20:23.164189+00:00,823.8475235446242,0,2,902.7723840059963
user_1044,2026-09-19 20:20:23.164189+00:00,1018.0497006348938,0,9,302.0135753270795
user_1038,2026-09-19 22:20:23.164189+00:00,1474.576721215182,0,10,181.26240131066763
user_1004,2026-09-19 22:20:23.164189+00:00,1181.93209150086,0,3,757.0611515352306
user_1035,2026-09-19 23:20:23.164189+00:00,1631.300994392856,1,12,661.3928124853448
user_1045,2026-09-19 20:20:23.164189+00:00,42.034422629635564,0,3,1264.4980612414743
user_1041,2026-09-19 20:20:23.164189+00:00,792.6598405766756,0,3,1141.3317758986161
user_1032,2026-09-20 02:20:23.164189+00:00,91.64163048002177,0,14,101.58450699670058
user_1043,2026-09-20 03:20:23.164189+00:00,1539.2291535055474,0,5,1316.7584401348572
user_1050,2026-09-20 02:20:23.164189+00:00,1848.666058471448,1,12,152.4925162218085
user_1006,2026-09-20 02:20:23.164189+00:00,791.7576704598423,0,12,940.0895744323878
user_1035,2026-09-20 00:20:23.164189+00:00,705.3433823939446,0,14,106.65995021523274
user_1014,2026-09-20 02:20:23.164189+00:00,1313.4964651089874,1,3,1051.3243374625492
user_1037,2026-09-20 00:20:23.164189+00:00,1401.641665512964,1,14,1308.4378216203884
user_1036,2026-09-20 00:20:23.164189+00:00,1163.1326537870161,0,14,1245.3502581693344
user_1014,2026-09-20 00:20:23.164189+00:00,1466.9380571316015,1,3,1051.3243374625492
user_1048,2026-09-20 00:20:23.164189+00:00,1269.3289280792287,0,1,1186.7492646678954
user_1017,2026-09-20 03:20:23.164189+00:00,913.9715844213555,0,12,1056.1313184908306
user_1047,2026-09-20 00:20:23.164189+00:00,1426.919686583836,1,1,706.706417280464
user_1028,2026-09-20 01:20:23.164189+00:00,1748.4422541931515,1,4,332.3952257216578
user_1040,2026-09-20 00:20:23.164189+00:00,1224.6171657839684,1,1,328.4953610312035
user_1032,2026-09-20 03:20:23.164189+00:00,80.44998753243765,0,14,101.58450699670058
user_1022,2026-09-20 02:20:23.164189+00:00,584.4743552450611,0,10,1123.7236862583452
user_1002,2026-09-20 01:20:23.164189+00:00,786.2242341470671,0,5,1201.9786628578534
user_1038,2026-09-20 01:20:23.164189+00:00,904.0228915592077,0,8,405.2520281203654
user_1013,2026-09-20 03:20:23.164189+00:00,36.425299198503325,0,10,1245.3322438505938
user_1013,2026-09-20 02:20:23.164189+00:00,1562.69703763926,1,10,1245.3322438505938
user_1002,2026-09-20 05:20:23.164189+00:00,1640.9011076415286,1,9,460.67350167601654
user_1050,2026-09-20 06:20:23.164189+00:00,624.426765284415,0,3,1387.2977097166547
user_1028,2026-09-20 07:20:23.164189+00:00,898.3906838624611,0,12,171.89094696021272
user_1006,2026-09-20 05:20:23.164189+00:00,1218.5506875399926,1,8,1040.8674045318467
user_1038,2026-09-20 05:20:23.164189+00:00,815.4151724896186,0,8,752.6606380064005
user_1019,2026-09-20 06:20:23.164189+00:00,322.9136181043524,0,12,1263.4196417562073
user_1032,2026-09-20 06:20:23.164189+00:00,119.9642015924596,0,7,1073.247363079867
user_1039,2026-09-20 05:20:23.164189+00:00,414.08211608652203,0,14,978.3244887255818
user_1031,2026-09-20 07:20:23.164189+00:00,769.0694046189634,0,13,398.7264111872767
user_1029,2026-09-20 07:20:23.164189+00:00,634.9689429206945,0,10,412.5231345596419
user_1011,2026-09-20 05:20:23.164189+00:00,1488.481634011217,0,13,163.73739003516295
user_1045,2026-09-20 05:20:23.164189+00:00,1437.7453634749863,1,7,690.3992834506752
user_1038,2026-09-20 04:20:23.164189+00:00,1203.469609618525,1,8,752.6606380064005
user_1020,2026-09-20 05:20:23.164189+00:00,255.62818556368438,0,7,951.5281726734798
user_1032,2026-09-20 05:20:23.164189+00:00,253.13051203988016,0,7,1073.247363079867
user_1046,2026-09-20 08:20:23.164189+00:00,67.53455013463281,0,11,581.3093716386096
user_1033,2026-09-20 08:20:23.164189+00:00,971.8194897087733,0,1,722.1422898893126
user_1031,2026-09-20 10:20:23.164189+00:00,908.3655147844225,0,14,1340.7425499008805
user_1032,2026-09-20 09:20:23.164189+00:00,57.83355248050178,0,3,260.93304372399905
user_1005,2026-09-20 09:20:23.164189+00:00,1144.2091210403232,0,5,86.37753435525848
user_1015,2026-09-20 11:20:23.164189+00:00,547.019548131756,0,13,1343.6956828762752
user_1020,2026-09-20 11:20:23.164189+00:00,57.70414258804875,0,5,584.7157129733589
user_1036,2026-09-20 11:20:23.164189+00:00,1921.7184770764668,1,6,1108.243260561946
user_1042,2026-09-20 09:20:23.164189+00:00,1952.874547813763,1,7,249.99440029124648
user_1021,2026-09-20 09:20:23.164189+00:00,1507.583543744764,1,2,321.9769131693321
user_1024,2026-09-20 09:20:23.164189+00:00,44.391141148179855,0,9,1341.8769210754722
user_1026,2026-09-20 08:20:23.164189+00:00,1328.5704543194215,0,7,82.97489634571085
user_1022,2026-09-20 11:20:23.164189+00:00,1407.984611369096,1,10,832.065803357613
user_1005,2026-09-20 13:20:23.164189+00:00,1064.4939728403388,0,4,1172.7653618339295
user_1013,2026-09-20 13:20:23.164189+00:00,1842.8967147905378,1,4,1341.1677020009008
user_1003,2026-09-20 14:20:23.164189+00:00,1949.299791672432,1,10,861.8623224490981
user_1049,2026-09-20 12:20:23.164189+00:00,1548.1360186500701,0,9,970.1484114434106
user_1028,2026-09-20 13:20:23.164189+00:00,948.1139625066678,0,11,1076.3518758742402
user_1027,2026-09-20 13:20:23.164189+00:00,335.523213499601,0,9,453.3804360029901
user_1040,2026-09-20 12:20:23.164189+00:00,1419.379970508284,1,3,1294.964258420733
user_1049,2026-09-20 15:20:23.164189+00:00,1982.2072188834711,1,9,970.1484114434106
user_1004,2026-09-20 12:20:23.164189+00:00,221.48432344891773,0,2,1255.8339251261275
user_1017,2026-09-20 15:20:23.164189+00:00,616.612806237962,0,9,87.24257232360925
user_1036,2026-09-20 14:20:23.164189+00:00,727.9552318261178,0,10,936.4648309806367
user_1023,2026-09-20 12:20:23.164189+00:00,1438.07015856212,0,1,869.762648987998
user_1002,2026-09-20 14:20:23.164189+00:00,1579.7445736557675,1,8,1153.6056245524394
user_1013,2026-09-20 15:20:23.164189+00:00,1949.1511494234126,0,4,1341.1677020009008
user_1050,2026-09-20 13:20:23.164189+00:00,242.9645128223108,0,5,956.9032751303123
user_1044,2026-09-20 19:20:23.164189+00:00,1351.9721350220177,1,2,1444.097724166346
user_1031,2026-09-20 18:20:23.164189+00:00,457.8511695453589,0,3,352.0042522504742
user_1003,2026-09-20 18:20:23.164189+00:00,55.02939248921669,0,12,1030.1221883703447
user_1046,2026-09-20 18:20:23.164189+00:00,553.7845562035283,0,9,1313.6355576129247
user_1039,2026-09-20 19:20:23.164189+00:00,923.8189631429332,0,2,621.0743616924236
user_1027,2026-09-20 17:20:23.164189+00:00,1607.971733820122,1,10,681.2579099185458
user_1027,2026-09-20 16:20:23.164189+00:00,1435.8200483163005,0,10,681.2579099185458
user_1014,2026-09-20 17:20:23.164189+00:00,212.88742353426557,0,8,783.3816488568118
user_1005,2026-09-20 19:20:23.164189+00:00,1504.3744957000213,1,4,1369.9360766547386
user_1036,2026-09-20 16:20:23.164189+00:00,1497.3921405034,1,11,1279.9179664249268
user_1017,2026-09-20 18:20:23.164189+00:00,1406.910752320714,1,5,1316.0084115560478
user_1023,2026-09-20 16:20:23.164189+00:00,1547.6730230868038,0,13,422.75020616613136
user_1038,2026-09-20 18:20:23.164189+00:00,1359.0272098967287,1,2,772.8378434558197
user_1006,2026-09-20 17:20:23.164189+00:00,1279.2314548915263,1,10,160.81325679326505
user_1017,2026-09-20 23:20:23.164189+00:00,138.6229752693735,0,13,819.3730205808778
user_1045,2026-09-20 23:20:23.164189+00:00,1321.9269831791005,0,8,1201.570852071093
user_1034,2026-09-20 22:20:23.164189+00:00,1942.3504583532276,0,4,676.9049790266143
user_1007,2026-09-20 23:20:23.164189+00:00,1913.5004248530029,1,9,1240.1309083728106
user_1023,2026-09-20 20:20:23.164189+00:00,193.75222717303743,0,8,1433.129652573485
user_1009,2026-09-20 22:20:23.164189+00:00,1956.9055679407281,0,11,344.6825063574461
user_1048,2026-09-20 23:20:23.164189+00:00,1398.1300804545972,1,14,1042.7549546240957
user_1050,2026-09-20 20:20:23.164189+00:00,28.898293342024715,0,8,1035.9303749483113
user_1011,2026-09-20 20:20:23.164189+00:00,160.07418463087438,0,1,796.7110843596773
user_1001,2026-09-20 22:20:23.164189+00:00,503.822014317632,0,9,1392.7458406052785
user_1042,2026-09-20 20:20:23.164189+00:00,732.539814423017,0,1,1087.467236883649
user_1028,2026-09-20 20:20:23.164189+00:00,377.761008865185,0,2,1301.0551511979024
user_1021,2026-09-20 20:20:23.164189+00:00,160.3924260455154,0,5,1196.7341739954877
user_1024,2026-09-20 20:20:23.164189+00:00,629.5921268377786,0,1,618.9724934824758
user_1049,2026-09-21 00:20:23.164189+00:00,1173.3742472550616,0,14,828.2970995068355
user_1006,2026-09-21 02:20:23.164189+00:00,1117.34773605391,0,7,780.7855790460654
user_1048,2026-09-21 01:20:23.164189+00:00,230.94405934013474,0,8,43.07684362039667
user_1040,2026-09-21 02:20:23.164189+00:00,371.21520691368386,0,9,726.458910321871
user_1029,2026-09-21 00:20:23.164189+00:00,1730.911925128355,1,3,176.49788096444092
user_1003,2026-09-21 01:20:23.164189+00:00,155.03334891375007,0,7,279.23295642346966
user_1035,2026-09-21 01:20:23.164189+00:00,1924.1737486600564,1,3,1115.857809881319
user_1020,2026-09-21 03:20:23.164189+00:00,1833.9643590786497,1,2,1290.4854516994212
user_1005,2026-09-21 04:20:23.164189+00:00,662.351971057721,0,4,118.09848170210647
user_1016,2026-09-21 06:20:23.164189+00:00,1643.3810486028724,0,3,640.6346907110902
user_1029,2026-09-21 05:20:23.164189+00:00,1726.9606397252999,1,14,1349.0251963394658
user_1035,2026-09-21 04:20:23.164189+00:00,1041.772462863759,0,8,788.8741047528434
user_1001,2026-09-21 06:20:23.164189+00:00,101.3951564330686,0,12,267.0990941042256
user_1026,2026-09-21 06:20:23.164189+00:00,1119.3132467202738,0,11,1181.2807286975521
user_1006,2026-09-21 06:20:23.164189+00:00,223.0988878416302,0,2,236.93878242004655
user_1008,2026-09-21 04:20:23.164189+00:00,157.40954996367486,0,8,391.28170527533047
user_1005,2026-09-21 09:20:23.164189+00:00,1445.9053528947254,1,3,88.24876268272668
user_1013,2026-09-21 11:20:23.164189+00:00,1664.027226904894,1,12,213.50987053924797
user_1009,2026-09-21 10:20:23.164189+00:00,538.5245427271849,0,9,1482.874535474462
user_1046,2026-09-21 11:20:23.164189+00:00,1236.633107219762,1,4,136.37424241028776
user_1040,2026-09-21 09:20:23.164189+00:00,154.01773062838407,0,14,748.41229883077
user_1041,2026-09-21 08:20:23.164189+00:00,757.8714360329922,0,2,30.34471077516292
user_1032,2026-09-21 09:20:23.164189+00:00,577.4158747551481,0,3,745.6047420106956
user_1027,2026-09-21 10:20:23.164189+00:00,1879.9434042224505,1,4,1449.7951463744948
user_1012,2026-09-21 11:20:23.164189+00:00,1657.1882666084105,0,14,658.2175540256472
user_1050,2026-09-21 08:20:23.164189+00:00,1918.296707923152,1,10,105.25840179307424
user_1048,2026-09-21 10:20:23.164189+00:00,972.7281477115866,0,8,227.3657545533232
user_1042,2026-09-21 09:20:23.164189+00:00,908.3742247179388,0,1,999.4598237431103
user_1047,2026-09-21 10:20:23.164189+00:00,1556.0211817571812,1,12,1128.4079182046905
user_1016,2026-09-21 09:20:23.164189+00:00,727.7557854698441,0,5,1450.905835166775
user_1024,2026-09-21 11:20:23.164189+00:00,942.3862194530811,0,6,1218.0203390138463
user_1049,2026-09-21 10:20:23.164189+00:00,307.9523019400776,0,2,1331.9590003572553
user_1004,2026-09-21 11:20:23.164189+00:00,87.68712839313135,0,10,601.9050362048926
user_1021,2026-09-21 08:20:23.164189+00:00,1645.408204099639,1,5,1454.9044115729312
user_1003,2026-09-21 10:20:23.164189+00:00,143.98971411630103,0,13,1132.9721778345997
user_1021,2026-09-21 10:20:23.164189+00:00,1795.2261602108215,1,5,1454.9044115729312
user_1001,2026-09-21 15:20:23.164189+00:00,191.23118063709714,0,9,1389.9645469411903
user_1044,2026-09-21 12:20:23.164189+00:00,1488.1266881548001,1,13,69.17681862873
user_1010,2026-09-21 15:20:23.164189+00:00,1871.9904658920207,1,6,896.7913701543852
user_1029,2026-09-21 12:20:23.164189+00:00,558.0927391718254,0,8,573.9791897857789
user_1003,2026-09-21 14:20:23.164189+00:00,1775.9012146720354,1,7,619.0288060062061
user_1002,2026-09-21 15:20:23.164189+00:00,1611.1807889548322,1,2,230.23815177483849
user_1035,2026-09-21 13:20:23.164189+00:00,1454.3351504391612,0,9,369.3266760863313
user_1014,2026-09-21 12:20:23.164189+00:00,1650.0009630602715,0,6,1485.8255012269149
user_1015,2026-09-21 14:20:23.164189+00:00,1033.7113638017051,0,6,867.1920155231069
user_1004,2026-09-21 15:20:23.164189+00:00,960.553513891834,0,5,1166.288881016882
user_1025,2026-09-21 13:20:23.164189+00:00,1575.9160026372417,0,11,513.601092119477
user_1026,2026-09-21 17:20:23.164189+00:00,56.83426830287121,0,4,301.1494055133428
user_1029,2026-09-21 18:20:23.164189+00:00,121.42096322487811,0,7,1326.6276929370024
user_1048,2026-09-21 17:20:23.164189+00:00,592.737547436129,0,4,133.06492991335017
user_1050,2026-09-21 16:20:23.164189+00:00,1736.746114659214,0,14,663.7411939205635
user_1040,2026-09-21 16:20:23.164189+00:00,1869.6485087929482,1,3,381.748240528033
user_1006,2026-09-21 18:20:23.164189+00:00,1221.6080783267298,0,6,87.15287592667107
user_1020,2026-09-21 23:20:23.164189+00:00,764.9011666138974,0,11,484.86835968380854
user_1043,2026-09-21 20:20:23.164189+00:00,330.60608191552996,0,1,451.6819508071461
user_1047,2026-09-21 22:20:23.164189+00:00,222.07767084303956,0,10,524.5258239857149
user_1006,2026-09-21 23:20:23.164189+00:00,1614.731250711521,0,8,666.1263408526302
user_1012,2026-09-21 20:20:23.164189+00:00,1532.8370576707673,1,5,669.6871731538686
user_1034,2026-09-21 23:20:23.164189+00:00,1919.5209380918577,1,14,1122.7385393445077
user_1034,2026-09-21 20:20:23.164189+00:00,1055.229523609264,0,14,1122.7385393445077
user_1012,2026-09-21 22:20:23.164189+00:00,265.3786231361542,0,5,669.6871731538686
user_1022,2026-09-21 23:20:23.164189+00:00,1027.5151749635634,0,9,794.3075960318562
user_1015,2026-09-21 20:20:23.164189+00:00,1433.5911862658315,1,6,1170.8064935712011
user_1038,2026-09-21 23:20:23.164189+00:00,1054.837826604499,0,11,580.8128863984857
user_1048,2026-09-22 02:20:23.164189+00:00,1382.4324911296242,1,6,1236.430177624285
user_1022,2026-09-22 02:20:23.164189+00:00,499.1608501134217,0,8,325.9407226239678
user_1031,2026-09-22 01:20:23.164189+00:00,179.73031412803252,0,6,1157.429868738456
user_1008,2026-09-22 00:20:23.164189+00:00,919.313074447795,0,13,1012.3218212099915
user_1028,2026-09-22 00:20:23.164189+00:00,279.1342940101292,0,7,370.71437063704633
user_1032,2026-09-22 01:20:23.164189+00:00,525.7133840344261,0,7,172.3173605131656
user_1047,2026-09-22 02:20:23.164189+00:00,675.2138956354811,0,10,1036.3002541593733
user_1027,2026-09-22 02:20:23.164189+00:00,1737.8931188376519,1,4,1192.8446023625788
user_1008,2026-09-22 02:20:23.164189+00:00,1956.0309265965789,1,13,1012.3218212099915
user_1033,2026-09-22 00:20:23.164189+00:00,743.9036457540828,0,1,1460.652468009697
user_1047,2026-09-22 01:20:23.164189+00:00,1414.3652536731543,1,10,1036.3002541593733
user_1040,2026-09-22 00:20:23.164189+00:00,603.9927657791133,0,8,1118.7801188587387
user_1012,2026-09-22 07:20:23.164189+00:00,908.1022117531139,0,8,915.9669314257977
user_1018,2026-09-22 07:20:23.164189+00:00,311.9421589421462,0,2,56.726782422285716
user_1028,2026-09-22 06:20:23.164189+00:00,1972.03235781903,0,12,48.8655117700724
user_1018,2026-09-22 06:20:23.164189+00:00,926.2881052930172,0,2,56.726782422285716
user_1031,2026-09-22 04:20:23.164189+00:00,343.1068746044469,0,7,84.6625034687723
user_1030,2026-09-22 04:20:23.164189+00:00,1984.877437125899,1,14,1460.0264047445612
user_1050,2026-09-22 04:20:23.164189+00:00,1202.0586041477247,1,6,51.70022413461683
user_1043,2026-09-22 06:20:23.164189+00:00,971.0077450966434,0,3,175.25993212585158
user_1008,2026-09-22 10:20:23.164189+00:00,1979.6086279715446,1,11,1166.1586561451104
user_1009,2026-09-22 10:20:23.164189+00:00,1036.1440192570692,0,10,365.21856274798796
user_1034,2026-09-22 11:20:23.164189+00:00,1391.5531617133458,1,8,989.4103912460699
user_1007,2026-09-22 08:20:23.164189+00:00,249.12029975504302,0,12,390.84894374724115
user_1016,2026-09-22 11:20:23.164189+00:00,83.92973965038082,0,2,414.4473012417568
user_1004,2026-09-22 08:20:23.164189+00:00,617.4836841969363,0,3,1390.4176015303606
user_1006,2026-09-22 09:20:23.164189+00:00,1976.7466402775244,1,14,136.3145304074813
user_1021,2026-09-22 10:20:23.164189+00:00,457.00498917685746,0,4,234.89022741446558
user_1038,2026-09-22 11:20:23.164189+00:00,1878.290676183013,1,7,303.58554715469086
user_1025,2026-09-22 08:20:23.164189+00:00,201.51528365972035,0,6,962.7952245905609
user_1044,2026-09-22 08:20:23.164189+00:00,1454.8009676332802,0,2,564.3894531113006
user_1004,2026-09-22 09:20:23.164189+00:00,143.73736221514906,0,3,1390.4176015303606
user_1040,2026-09-22 11:20:23.164189+00:00,73.94662707976993,0,5,847.0430318957051
user_1043,2026-09-22 08:20:23.164189+00:00,527.9118418241127,0,4,1056.335468868792
user_1014,2026-09-22 11:20:23.164189+00:00,1868.4297868240237,0,2,544.8234602037606
user_1024,2026-09-22 11:20:23.164189+00:00,1139.3041687744508,0,10,1185.8531119366007
user_1033,2026-09-22 11:20:23.164189+00:00,847.2890926174796,0,5,1092.7248708664808
user_1041,2026-09-22 08:20:23.164189+00:00,1628.1750462321627,1,11,996.8552367098516
user_1012,2026-09-22 14:20:23.164189+00:00,1167.918969146883,0,10,206.8847864586061
user_1005,2026-09-22 15:20:23.164189+00:00,390.3375735597496,0,13,451.24184179071443
user_1023,2026-09-22 15:20:23.164189+00:00,303.9372613162036,0,13,1440.3991551652005
user_1014,2026-09-22 12:20:23.164189+00:00,649.5634485946963,0,5,1140.9921441282333
user_1040,2026-09-22 15:20:23.164189+00:00,1887.6647549666095,1,7,826.7343383079474
user_1039,2026-09-22 15:20:23.164189+00:00,991.9991007536574,0,6,1438.1362499374034
user_1045,2026-09-22 15:20:23.164189+00:00,1338.0616361528164,1,3,456.1086985699158
user_1012,2026-09-22 13:20:23.164189+00:00,1601.6770152414865,1,10,206.8847864586061
